Course ID,Level,Course Name,Credit Hours,Section Letters,CRNs,Days Met,Locations,Professors,Course Description,Full Text
BIOS 2500,Undergraduate,Introduction to Sport Science,3,A,88886,MW,575 Fourteenth Street 1253,Melinda Millard-Stafford (P),"Students will apply scientific principles to human performance related to sport and movement across an array of topics (e.g., rehabilitation, exercise physiology, locomotion biomechanics, prosthetics).","BIOS 2500 Introduction to Sport Science Students will apply scientific principles to human performance related to sport and movement across an array of topics (e.g., rehabilitation, exercise physiology, locomotion biomechanics, prosthetics)."
BIOS 2600,Undergraduate,Genetics,3,A;B,88352;93770,TR;MW,Howey Physics L3;D.M. Smith 104,Michael Goodisman (P);Matthew Torres (P),"Mendelian and molecular genetics: principles of inheritance, gene structure and function, foundations of recombinant DNA technology, genetic basis of variation and evolution.","BIOS 2600 Genetics Mendelian and molecular genetics: principles of inheritance, gene structure and function, foundations of recombinant DNA technology, genetic basis of variation and evolution."
BIOS 2601,Undergraduate,Genetics Laboratory,1,A1;A2;A3;A4,89036;89037;91584;92009,M;M;T;T,Boggs 1-77;Boggs 1-77;Boggs 1-77;Boggs 1-77,Mirjana Brockett (P);Mirjana Brockett (P);Mirjana Brockett (P);Mirjana Brockett (P),A laboratory course in fundamental techniques of genetic analysis.,BIOS 2601 Genetics Laboratory A laboratory course in fundamental techniques of genetic analysis.
BIOS 3380,Undergraduate,Microbiology,3,A,88355,MW,Instructional Center 211,,"Basic biology of bacteria, fungi, algae, and viruses, with emphasis on bacteriology","BIOS 3380 Microbiology Basic biology of bacteria, fungi, algae, and viruses, with emphasis on bacteriology"
BIOS 3381,Undergraduate,Microbiology Lab,1,A1;A2,89045;89047,R;R,Boggs 1-77;Boggs 1-77,Brian Hammer (P);Brian Hammer (P),Fundamental laboratory techniques in microbiology.,BIOS 3381 Microbiology Lab Fundamental laboratory techniques in microbiology.
BIOS 3450,Undergraduate,Cell and Molecular Biology,3,A,88356,MW,Howey Physics L3,,An introduction to the structure and function of cells and their organelles with emphasis on eucaryotic cellular and molecular processes.,BIOS 3450 Cell and Molecular Biology An introduction to the structure and function of cells and their organelles with emphasis on eucaryotic cellular and molecular processes.
BIOS 3451,Undergraduate,Cell and Molecular Biology Lab,1,A1;A2,93522;93523,R;R,Boggs 1-59;Boggs 1-59,Shana Kerr (P);Shana Kerr (P),An introduction to experimental methods of cell and molecular biology research that will cover some fundamental topics of cell biology.,BIOS 3451 Cell and Molecular Biology Lab An introduction to experimental methods of cell and molecular biology research that will cover some fundamental topics of cell biology.
BIOS 3600,Undergraduate,Evolutionary Biology,3,B,92748,MW,D.M. Smith 105,Joseph Lachance (P),"A comprehensive overview of evolutionary biology, including processes (e.g., natural selection, genetic drift) and resulting patterns (e.g., genome organization, phylogeny, and the fossil record).","BIOS 3600 Evolutionary Biology A comprehensive overview of evolutionary biology, including processes (e.g., natural selection, genetic drift) and resulting patterns (e.g., genome organization, phylogeny, and the fossil record)."
BIOS 3753,Undergraduate,Human Anatomy,3,B;RBS,92750;91399,TR;,Howey Physics L1;TBA,Adam Decker (P);Adam Decker (P),Detailed study of human body structures using a regional and systems approach.  Emphasis is placed on structural relationships and the integration of body systems.,BIOS 3753 Human Anatomy Detailed study of human body structures using a regional and systems approach.  Emphasis is placed on structural relationships and the integration of body systems.
BIOS 3754,Undergraduate,Laboratory in Human Anatomy,1,A1;A2;A3;A4;A5,89048;89050;93526;89057;93525,M;M;T;W;W,Boggs 1-72;Boggs 1-72;Boggs 1-72;Boggs 1-72;Boggs 1-72,Adam Decker (P);Adam Decker (P);Adam Decker (P);Adam Decker (P);Adam Decker (P),"A detailed hands-on study of human structure using high resolution models, specialized specimens and dissection of selected mammalian organs and tissues.","BIOS 3754 Laboratory in Human Anatomy A detailed hands-on study of human structure using high resolution models, specialized specimens and dissection of selected mammalian organs and tissues."
BIOS 3755,Undergraduate,Human Physiology,3,A,91100,MW,Boggs B9,Onur Birol (P),"Students will explore the function and adaptation of the human body emphasizing neuromuscular, cardio-respiratory, gastrointestinal, endocrine, and urinary systems to maintain homeostasis and human health.","BIOS 3755 Human Physiology Students will explore the function and adaptation of the human body emphasizing neuromuscular, cardio-respiratory, gastrointestinal, endocrine, and urinary systems to maintain homeostasis and human health."
BIOS 4015,Undergraduate,Cancer Biology and Biotechnology,3,A,88362,TR,Weber SST III 2,Yuhong Fan (P),"This course covers basic concepts of cancer biology and new technologies that are being developed to understand, detect, treat and prevent cancer.","BIOS 4015 Cancer Biology and Biotechnology This course covers basic concepts of cancer biology and new technologies that are being developed to understand, detect, treat and prevent cancer."
BIOS 4150,Undergraduate,Genomics and Applied Bioinformatics,3,A;AL,88481;88482,MW;F,Instructional Center 115;Instructional Center 115,Irving Jordan (P);Irving Jordan (P),"Retrieval and analysis of biological sequence, gene expression, and proteomics data from public databases and other sources; applying standard bioinformatics tools to investigate biological questions.","BIOS 4150 Genomics and Applied Bioinformatics Retrieval and analysis of biological sequence, gene expression, and proteomics data from public databases and other sources; applying standard bioinformatics tools to investigate biological questions."
BIOS 4200,Undergraduate,Kinesiological Basis of Human Movement,3,A,88612,MWF,Ford Environmental Sci &amp; Tech L1205,Young-Hui Chang (P),"This course teaches principles related to the biomechanics, energetics and motor control of movement as it applies to human and animal movement, rehabilitation, and sports performance.","BIOS 4200 Kinesiological Basis of Human Movement This course teaches principles related to the biomechanics, energetics and motor control of movement as it applies to human and animal movement, rehabilitation, and sports performance."
BIOS 4340,Undergraduate,Medical Microbiology,3,A,88614,TR,Cherry Emerson 320,Samuel Brown,"Advanced study of bacteria, protozoa, fungi, and viruses that cause human diseases; emphasis on epidemiology, mechanisms of disease causation, prevention, and treatment.","BIOS 4340 Medical Microbiology Advanced study of bacteria, protozoa, fungi, and viruses that cause human diseases; emphasis on epidemiology, mechanisms of disease causation, prevention, and treatment."
BIOS 4400,Undergraduate,Human Neuroanatomy,3,A,88470,TR,Instructional Center 105,,"The purpose of this course is to learn the anatomical makeup of the human nervous system.  In this course we will closely examine details of central and peripheral neuroanatomy with links to function.  As well, comparisons with non-human vertebrate neuroanatomy will be made.","BIOS 4400 Human Neuroanatomy The purpose of this course is to learn the anatomical makeup of the human nervous system.  In this course we will closely examine details of central and peripheral neuroanatomy with links to function.  As well, comparisons with non-human vertebrate neuroanatomy will be made."
BIOS 4401,Undergraduate,Experimental Design and Statistical Methods in Biological Sciences,3,A;B;GRA;GRB,88363;92752;93324;92754,TR;TR;TR;TR,Boggs B9;Manufacture Rel Discip Complex 2404;Boggs B9;Manufacture Rel Discip Complex 2404,Robert Richards (P);Robert Richards (P);Robert Richards (P);Robert Richards (P),"Introductory course on experimental design, hypothesis testing and basic statistical techniques commonly applied in biosciences research. Exercises based on statistical software packages.","BIOS 4401 Experimental Design and Statistical Methods in Biological Sciences Introductory course on experimental design, hypothesis testing and basic statistical techniques commonly applied in biosciences research. Exercises based on statistical software packages."
BIOS 4460,Undergraduate,Communicating Biological Research,1,A;B;C;D,88888;88889;90371;91462,T;W;M;F,Cherry Emerson 204;Cherry Emerson 204;Cherry Emerson 204;Clough UG Learning Commons 325,Lin Jiang (P);Joseph Montoya (P);Linda Green (P);Linda Green (P),Students learn to convey the importance of research findings in the biological sciences and to critically evaluate research results through discussions and scientific presentations.,BIOS 4460 Communicating Biological Research Students learn to convey the importance of research findings in the biological sciences and to critically evaluate research results through discussions and scientific presentations.
BIOS 4464,Undergraduate,Developmental Biology,3,A,93325,MWF,D.M. Smith 304,Shuyi Nie (P),"Investigation of cell differentiation and development, using the tools of molecular genetics and cell biology.","BIOS 4464 Developmental Biology Investigation of cell differentiation and development, using the tools of molecular genetics and cell biology."
BIOS 4505,Undergraduate,Programming in Biological and Life Sciences,3,A,93326,MW,Van Leer C341,Patrick McGrath (P),"This course introduces students to the basics of coding, applied to fundamental biological and medical questions.","BIOS 4505 Programming in Biological and Life Sciences This course introduces students to the basics of coding, applied to fundamental biological and medical questions."
BIOS 4540,Undergraduate,Human Motor Control,3,A,93328,MW,D.M. Smith 208,Boris Prilutsky (P),"Course provides in-depth review of biomechanics and neurophysiology of human motion and discusses how human movements are planned, executed and corrected by the nervous system.","BIOS 4540 Human Motor Control Course provides in-depth review of biomechanics and neurophysiology of human motion and discusses how human movements are planned, executed and corrected by the nervous system."
BIOS 4545,Undergraduate,Genetics of Complex Human Traits and Diseases,3,A,88890,TR,Cherry Emerson 320,Gregory Gibson (P),"Introduction to the genetics and evolution of complex human traits, focusing on contemporary approaches to understanding susceptibility to malignant, metabolic, immune and psychological diseases.","BIOS 4545 Genetics of Complex Human Traits and Diseases Introduction to the genetics and evolution of complex human traits, focusing on contemporary approaches to understanding susceptibility to malignant, metabolic, immune and psychological diseases."
BIOS 4560,Undergraduate,RNA Biology and Biotechnology,3,A,93331,MW,Ford Environmental Sci &amp; Tech L1125,Francesca Storici (P),This course covers fundamental concepts of RNA biology as well as state-of-the-art biotechnologies that make use of RNA.,BIOS 4560 RNA Biology and Biotechnology This course covers fundamental concepts of RNA biology as well as state-of-the-art biotechnologies that make use of RNA.
BIOS 4590,Undergraduate,Research Project Lab,3,A;AL;B;BL,88899;88900;88936;88937,M;MW;T;TR,Cherry Emerson 322;Boggs 1-69;Cherry Emerson 322;Boggs 1-67,Lin Jiang (P);Lin Jiang (P);Kirill Lobachev (P);Kirill Lobachev (P),"Experience in designing, implementing, and communicating a biology research project, and practical training in modern approaches for biological research.","BIOS 4590 Research Project Lab Experience in designing, implementing, and communicating a biology research project, and practical training in modern approaches for biological research."
BIOS 4651,Undergraduate,Bioethics,3,A,88891,MW,Cherry Emerson 320,Mirjana Brockett (P),"This course examines important bioethical issues in research, policy, medicine, and the environment in light of ethical theory and the process of scientific inquiry.","BIOS 4651 Bioethics This course examines important bioethical issues in research, policy, medicine, and the environment in light of ethical theory and the process of scientific inquiry."
BIOS 4690,Undergraduate,Independent Research Project,3,A,88892,,TBA,Christine Spencer (P),"Independent research with proposal and manuscript writing, conducted with the guidance of a faculty member.","BIOS 4690 Independent Research Project Independent research with proposal and manuscript writing, conducted with the guidance of a faculty member."
BIOS 4694,Undergraduate,Biology Intern Assistantship,1,A,88893,,TBA,Emily Weigel (P),"Biology Undergraduate Internship for pay for juniors and seniors, by permit only. The internship experience must be at a unit or agency approved by the School of Biology.","BIOS 4694 Biology Intern Assistantship Biology Undergraduate Internship for pay for juniors and seniors, by permit only. The internship experience must be at a unit or agency approved by the School of Biology."
BIOS 4695,Undergraduate,Biology Internship,1,A,88894,,TBA,Emily Weigel (P),"Biology Undergraduate Internship for credit for juniors and seniors, by permit only. The internship experience must be at a unit or agency approved by the School of Biology.","BIOS 4695 Biology Internship Biology Undergraduate Internship for credit for juniors and seniors, by permit only. The internship experience must be at a unit or agency approved by the School of Biology."
BIOS 4696,Undergraduate,Biology Undergraduate Teaching Assistantship,3,A;AL;B;BL;C;CL,89093;89102;89100;89101;89109;89110,;;F;;F;,TBA;TBA;Clough UG Learning Commons 481;TBA;Clough UG Learning Commons 473;TBA,Colin Harrison (P);Colin Harrison (P);Colin Harrison (P);Colin Harrison (P);Colin Harrison (P);Colin Harrison (P),Biology teaching carried out under the guidance of a faculty member.,BIOS 4696 Biology Undergraduate Teaching Assistantship Biology teaching carried out under the guidance of a faculty member.
